#Transcript position	Transcript coverage profile
0.0	0.337782958962596
1.0	0.016683365734776922
2.0	0.03066319477536467
3.0	0.03979527125312131
4.0	0.017024192414927967
5.0	0.023382020062206493
6.0	0.03378118146851251
7.0	0.007681798083526291
8.0	0.017695826746644636
9.0	0.04114557952172775
10.0	0.03944925506162526
11.0	0.036795278994843396
12.0	0.01376415474619648
13.0	0.03184409799774726
14.0	0.02278648216672698
15.0	0.050304151554458415
16.0	0.040291191171637715
17.0	0.01720571604211545
18.0	0.022655927417987394
19.0	0.02464564204011322
20.0	0.032105072381635236
21.0	0.019125374527532008
22.0	0.029250999319691693
23.0	0.023285495593471785
24.0	0.025158902256214966
25.0	0.027291090213311144
26.0	0.027047921948859674
27.0	0.004035505121459125
28.0	0.028605192051219547
29.0	0.02183017017977413
30.0	0.01986407658582799
31.0	0.011357479737294016
32.0	0.0262281214186369
33.0	0.007570527272591604
34.0	0.019625713653073907
35.0	0.0
36.0	0.0017985611510791368
37.0	0.023247024541902087
38.0	0.012628222344017163
39.0	0.01289816497237267
40.0	0.0024922118380062306
41.0	0.0029350104821802936
42.0	0.0011547344110854503
43.0	0.0
44.0	0.006521494530573769
45.0	0.015393870154640436
46.0	0.011413010251080458
47.0	0.01793612150540851
48.0	0.0076965601622286
49.0	0.0026721981792698366
50.0	0.009746984453048373
51.0	0.010395163838370072
52.0	0.003695765548906428
53.0	0.010220931446669787
54.0	0.017074934545715438
55.0	0.009988764931729715
56.0	0.020615088346002838
57.0	0.011374032059328541
58.0	0.047280308145729026
59.0	0.009288658563544558
60.0	0.04693817060812056
61.0	0.06711434647942678
62.0	0.07887368767442793
63.0	0.03040665210777508
64.0	0.04409545366746543
65.0	0.038628870402616595
66.0	0.03043291625725036
67.0	0.033606985699146004
68.0	0.018071296278563565
69.0	0.014556657393624084
70.0	0.0053883282255833016
71.0	0.05258986023188058
72.0	0.030707630937039054
73.0	0.01571078149928705
74.0	7.158196134574087E-4
75.0	0.004294917680744453
76.0	0.012874746233422331
77.0	0.015350793596142663
78.0	0.0037429819089207735
79.0	5.640157924421884E-4
80.0	0.015946262863132436
81.0	0.0042909455437782525
82.0	0.014018348235410805
83.0	0.004277394167202605
84.0	0.03143117931511556
85.0	0.0063489535774938705
86.0	0.009987796564792957
87.0	0.008703899376425827
88.0	0.019897107407559303
89.0	0.010305473247269905
90.0	0.0018484288354898336
91.0	0.014935448174881063
92.0	0.008885433625200438
93.0	0.013230358811325026
94.0	0.018447019981203024
95.0	0.0017513134851138354
96.0	0.01956617752864248
97.0	0.015486501278214089
98.0	0.016512547234250052
99.0	0.022943168247754088
