"ensembl_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
"ENSG00000075624",14804.1560525172,-1.69920464918465,0.0982851535240824,3.66441319321757e-68,6.60180680890078e-64,"ACTB"
"ENSG00000087303",421.73131439735,-2.77772570212483,0.164639353565536,2.95445207401298e-65,2.66137042827089e-61,"NID2"
"ENSG00000196230",2981.92989788929,-1.73971970151469,0.119869425417554,9.34865840123115e-49,5.61418099188601e-45,"TUBB"
"ENSG00000130589",1905.05396312717,-2.24730085831388,0.164242303787053,8.46031182863661e-44,3.81052444761793e-40,"HELZ2"
"ENSG00000123416",1197.11952335441,-2.12391831923105,0.160925062184902,5.4289342044104e-41,1.95615357253316e-37,"TUBA1B"
"ENSG00000167553",1104.72019894079,-1.87187830562311,0.144719360404101,2.31627793836487e-39,6.95501055626359e-36,"TUBA1C"
"ENSG00000198804",19760.544289319,-1.58189164169807,0.123255329048853,7.35067096235927e-39,1.89185268654092e-35,"MT-CO1"
"ENSG00000183010",404.635071464168,2.06739863160769,0.162591079173585,7.38163400632879e-38,1.66234397822524e-34,"PYCR1"
"ENSG00000167552",919.472394808965,-2.68012004613939,0.215216211651696,7.14515937471217e-37,1.43030212549794e-33,"TUBA1A"
"ENSG00000140092",598.208494389815,-1.75498662834578,0.147852079419278,1.24771212298474e-33,2.24787816076931e-30,"FBLN5"
"ENSG00000137267",241.373843350849,-2.42335573406799,0.208926844852204,2.41676384505016e-32,3.95821976658397e-29,"TUBB2A"
"ENSG00000184009",11749.8003139894,-1.72911911585075,0.152932345483692,8.71592605149144e-31,1.30855103119725e-27,"ACTG1"
"ENSG00000147852",301.072183606109,1.6053113491829,0.144941274176733,8.31769551883494e-30,9.36572515420814e-27,"VLDLR"
"ENSG00000088325",407.26951886781,-3.07839259383601,0.282881311489235,3.86254612285658e-29,4.09339005584613e-26,"TPX2"
"ENSG00000183856",239.645364663526,-3.64378749271756,0.341686241437688,7.87169230184903e-28,7.87868936167289e-25,"IQGAP3"
"ENSG00000101347",341.842185306817,-2.15165991185738,0.20220121321123,1.04468881153056e-27,9.90584927817609e-25,"SAMHD1"
"ENSG00000157933",1266.73062588218,1.04293218339315,0.0985746109619921,4.40105808655649e-27,3.96447312437008e-24,"SKI"
"ENSG00000140464",998.463857713406,-1.36942484922127,0.130981968132581,8.6562291579191e-27,7.42622021471764e-24,"PML"
"ENSG00000198938",8461.11547972584,-1.20078929042552,0.115267495074617,1.38281761979671e-26,1.1324019199208e-23,"MT-CO3"
"ENSG00000138035",172.365176929249,-2.35289942781986,0.227080344974284,2.05859583129384e-26,1.54531927069124e-23,"PNPT1"
"ENSG00000106624",10312.1775672407,-1.24947979626493,0.120680558002208,3.16353615220277e-26,2.2797706927234e-23,"AEBP1"
"ENSG00000106785",175.323646125409,-2.63362625426974,0.255364376312021,3.32293102779932e-26,2.30253559218587e-23,"TRIM14"
"ENSG00000108700",306.407224650247,-3.8991352526124,0.381767587486311,6.59302658483978e-26,4.24214167687405e-23,"CCL8"
"ENSG00000135899",401.704004118968,-2.06592017192935,0.203262705576041,1.63417277378251e-25,1.01521574801606e-22,"SP110"
"ENSG00000197747",1395.40599222245,-1.03915206773398,0.104738688994708,3.55010792277619e-24,2.06318530118503e-21,"S100A10"
"ENSG00000184979",131.251758215658,-3.06168240636097,0.313961674779754,8.39271522798443e-24,4.72509867335524e-21,"USP18"
"ENSG00000163697",294.815793039898,1.19103164012167,0.12209946297142,2.16613265109701e-23,1.18257714673223e-20,"APBB2"
"ENSG00000176890",313.074649611765,-2.47252229580224,0.256415408460631,3.01009096728114e-23,1.5494228247582e-20,"TYMS"
"ENSG00000168542",13790.2706153444,-2.01831485671291,0.209401505528733,3.4506965726296e-23,1.72688192923597e-20,"COL3A1"
"ENSG00000171241",122.256242442351,-3.47539695771402,0.363098979025749,4.59236556375141e-23,2.23610967558231e-20,"SHCBP1"
"ENSG00000206190",455.15021614028,-1.53763869589515,0.160414230829314,4.86218181918097e-23,2.30518599090432e-20,"ATP10A"
"ENSG00000138180",111.922289718233,-4.08326354553772,0.42274977612348,5.50162523749308e-23,2.54146872509424e-20,"CEP55"
"ENSG00000060491",590.650886569593,-1.10975911439016,0.115910913517097,1.03629830623906e-22,4.66748757130072e-20,"OGFR"
"ENSG00000100625",154.82339501799,1.84136424643262,0.192162482422218,1.24711596130312e-22,5.48001003874074e-20,"SIX4"
"ENSG00000188229",861.094413127481,-1.54090041008289,0.162234715217014,1.64516507044488e-22,7.05697474027022e-20,"TUBB4B"
"ENSG00000164294",605.783694783398,1.41794694161203,0.150751398105183,3.91886645246588e-22,1.60459768199148e-19,"GPX8"
"ENSG00000142089",1239.4523578112,-1.37129390592437,0.146473576281176,7.04051491113145e-22,2.8187092586432e-19,"IFITM3"
"ENSG00000101057",102.836199218684,-3.01899349530822,0.323889445117253,7.5308784625957e-22,2.94948492135052e-19,"MYBL2"
"ENSG00000163840",887.71800462534,-1.31285083541535,0.140660521685802,8.67874436901848e-22,3.32672890536674e-19,"DTX3L"
"ENSG00000198727",13644.9321954951,-1.12639419055545,0.120786566401662,1.2611300179425e-21,4.73344133401085e-19,"MT-CYB"
"ENSG00000011426",388.448586456985,-2.96736574896471,0.322123885293517,1.43806734042226e-21,5.28739208266274e-19,"ANLN"
"ENSG00000138496",335.639608851158,-1.69070869143258,0.182655048879269,1.47314701306412e-21,5.30804331747263e-19,"PARP9"
"ENSG00000055332",853.993438981542,-1.26612867113657,0.137283063461892,2.55626633129303e-21,9.03013612246573e-19,"EIF2AK2"
"ENSG00000134057",155.535164403114,-2.76554053250764,0.302809441275054,3.4100658612262e-21,1.1814566645356e-18,"CCNB1"
"ENSG00000198899",6682.37442547945,-1.08814085220532,0.119397754376564,9.02426067413414e-21,3.01076074639261e-18,"MT-ATP6"
"ENSG00000068489",118.968160524778,-2.39513636542169,0.265428734114288,1.01615576274557e-20,3.32855676756803e-18,"PRR11"
"ENSG00000140853",208.997280682774,-2.03603813211368,0.227154681972663,1.77963422282706e-20,5.72533752829505e-18,"NLRC5"
"ENSG00000175063",109.114757234551,-4.4613047088012,0.500896702276115,1.83184940850192e-20,5.78992963922291e-18,"UBE2C"
"ENSG00000120129",449.020262663567,-2.48912407249153,0.278858720775075,2.54600675467733e-20,7.90842374004599e-18,"DUSP1"
"ENSG00000172936",307.377072306017,-1.70686831831638,0.191984026174208,3.88118551878069e-20,1.18514302214158e-17,"MYD88"
"ENSG00000181381",283.882168923623,-2.37865862353072,0.26876063558286,4.84054407650104e-20,1.45345403470404e-17,"DDX60L"
"ENSG00000075218",114.633849326347,-3.3835006859766,0.386658123200167,6.86482024649331e-20,2.02748527148891e-17,"GTSE1"
"ENSG00000117228",747.243779079794,-2.25811129900424,0.256552813963904,7.65798460569567e-20,2.18994048660656e-17,"GBP1"
"ENSG00000089685",153.285046491115,-2.98011619819086,0.337992255468792,7.60185118154863e-20,2.18994048660656e-17,"BIRC5"
"ENSG00000167460",3538.67834460957,-1.14596044286803,0.129275029752106,7.89081095545465e-20,2.22126328396048e-17,"TPM4"
"ENSG00000148773",1438.6245603795,-3.05256045706917,0.348505579745303,1.00153826756593e-19,2.73389597401028e-17,"MKI67"
"ENSG00000172183",235.579869750814,-2.00993531762872,0.229271411114256,1.02600842108575e-19,2.75889070362402e-17,"ISG20"
"ENSG00000134326",246.184197265556,-2.67990053707743,0.306856905210199,1.21702832659978e-19,3.22440916647377e-17,"CMPK2"
"ENSG00000116717",195.999078127387,1.96831674961264,0.224008554080979,1.46683192822e-19,3.82991942301616e-17,"GADD45A"
