#Transcript position	Transcript coverage profile
0.0	0.21834551791516207
1.0	0.03349609884322972
2.0	0.014205878756145129
3.0	0.04642957318818
4.0	0.01278239105198743
5.0	0.041713125985618285
6.0	0.04827311995613785
7.0	0.03318572239875642
8.0	0.012482688916522397
9.0	0.03519040618935244
10.0	0.029241969925634336
11.0	0.026307396247291386
12.0	0.01732331371933131
13.0	0.014902696087034477
14.0	0.01789817561600387
15.0	0.02022770159664767
16.0	0.016581566718807866
17.0	0.03252492718800371
18.0	0.028882107420524463
19.0	0.029035104005235596
20.0	0.0031077556358231574
21.0	0.01312229013778762
22.0	0.015664335334454993
23.0	0.026728627725400182
24.0	0.02428737397323007
25.0	0.02728459865618501
26.0	0.034345295156060086
27.0	0.03123181656162571
28.0	0.029336581090786434
29.0	0.02376860147608942
30.0	0.011077552289605363
31.0	0.02633618101803986
32.0	0.022705324422975195
33.0	0.02713090536576834
34.0	0.016496175981128902
35.0	0.015442448079713384
36.0	0.003940886699507389
37.0	0.01854567922309705
38.0	0.04760329420914158
39.0	0.004124011822337673
40.0	0.014997612773724227
41.0	0.0304052509477403
42.0	0.02808342345566818
43.0	0.0035671819262782403
44.0	0.007697759877810937
45.0	0.016556618551779208
46.0	0.010734712678975855
47.0	0.007137528821375288
48.0	0.015138851903517443
49.0	0.015560196313537795
50.0	0.017110129226529713
51.0	0.006208626154234392
52.0	0.04660357913744493
53.0	0.017601755111996232
54.0	0.030741992061500946
55.0	0.01515722826759539
56.0	0.012263557953401876
57.0	0.024424463761581767
58.0	0.025205497111910443
59.0	0.011699972586638782
60.0	0.017006885238061195
61.0	0.016615254026252413
62.0	0.017000945887130844
63.0	0.010089757705964039
64.0	0.0029154518950437317
65.0	0.004446017274415421
66.0	0.02082137721241467
67.0	0.01899694571124156
68.0	0.00880055067974531
69.0	0.0031191515907673115
70.0	0.01764761135093016
71.0	0.024462536693198585
72.0	0.019087249319352222
73.0	0.0020746835974576197
74.0	0.021547827961402966
75.0	0.02198328593670337
76.0	0.01831313402329898
77.0	0.024701483515941088
78.0	0.02022931266016345
79.0	0.016628674276060174
80.0	0.008938566788749915
81.0	0.01414433381617929
82.0	0.011101551811282154
83.0	0.022045820008066794
84.0	0.0071631577321432695
85.0	0.0013689011719573976
86.0	0.01835461268560743
87.0	0.006632504459214884
88.0	0.019576669390354517
89.0	0.005156862060640621
90.0	0.010407661693459472
91.0	0.01735803568078475
92.0	0.01286299556487909
93.0	0.005189585169534486
94.0	0.007844064964084413
95.0	0.0323188937401036
96.0	0.016010872728399975
97.0	0.012523136354954353
98.0	0.02746249781069697
99.0	0.01953491501393661
